Data;AnoReferencia;MesReferencia;NomUF;SigUF;MdaPotenciaInstaladakW
01/12/2022;2019;12;MARANHÃO;MA;4025622,43
01/12/2022;2019;12;MINAS GERAIS;MG;16595927,36
01/12/2022;2019;12;MATO GROSSO DO SUL;MS;2525937,39
01/12/2022;2019;12;MATO GROSSO;MT;3906743,18
01/12/2022;2019;12;PARÁ;PA;22890497,15
01/12/2022;2019;12;PARAÍBA;PB;889356,8
01/12/2022;2019;12;PERNAMBUCO;PE;4301816,64
01/12/2022;2019;12;PIAUÍ;PI;2213986
01/12/2022;2019;12;PARANÁ;PR;17116313,12
01/12/2022;2019;12;RIO DE JANEIRO;RJ;8516180,28
01/12/2022;2019;12;RIO GRANDE DO NORTE;RN;4798159,99
01/12/2022;2019;12;RONDÔNIA;RO;8318883,6
01/12/2022;2019;12;RORAIMA;RR;343784,38
01/12/2022;2019;12;RIO GRANDE DO SUL;RS;9464614,29
01/12/2022;2019;12;SANTA CATARINA;SC;4779548,18
01/12/2022;2019;12;SERGIPE;SE;3296559,4
01/12/2022;2019;12;SÃO PAULO;SP;23736894,48
01/12/2022;2019;12;TOCANTINS;TO;1950823
01/12/2022;2020;3;ACRE;AC;116542,8
01/12/2022;2020;3;ALAGOAS;AL;739010,6
01/12/2022;2020;3;AMAZONAS;AM;2464949,14
01/12/2022;2020;3;AMAPÁ;AP;992216,2
01/12/2022;2020;3;BAHIA;BA;12366781,42
01/12/2022;2020;3;CEARÁ;CE;4433085,1
01/12/2022;2020;3;DISTRITO FEDERAL;DF;46358,4
01/12/2022;2020;3;ESPÍRITO SANTO;ES;1600481,53
01/12/2022;2020;3;GOIÁS;GO;7765037,29
01/12/2022;2020;3;MARANHÃO;MA;4025622,43
01/12/2022;2020;3;MINAS GERAIS;MG;16598703,36
01/12/2022;2020;3;MATO GROSSO DO SUL;MS;2533437,39
01/12/2022;2020;3;MATO GROSSO;MT;3919121,68
01/12/2022;2020;3;PARÁ;PA;22890606,15
01/12/2022;2020;3;PARAÍBA;PB;893156,8
01/12/2022;2020;3;PERNAMBUCO;PE;4306316,64
01/12/2022;2020;3;PIAUÍ;PI;2409666
01/12/2022;2020;3;PARANÁ;PR;17115954,12
01/12/2022;2020;3;RIO DE JANEIRO;RJ;8519182,28
01/12/2022;2020;3;RIO GRANDE DO NORTE;RN;4875734,99
01/12/2022;2020;3;RONDÔNIA;RO;8330883,6
01/12/2022;2020;3;RORAIMA;RR;346104,38
01/12/2022;2020;3;RIO GRANDE DO SUL;RS;9472136,04
01/12/2022;2020;3;SANTA CATARINA;SC;4806203,88
01/12/2022;2020;3;SERGIPE;SE;4479477,4
01/12/2022;2020;3;SÃO PAULO;SP;23763172,98
01/12/2022;2020;3;TOCANTINS;TO;1950823
01/12/2022;2020;6;ACRE;AC;72703,8
01/12/2022;2020;6;ALAGOAS;AL;737760,6
01/12/2022;2020;6;AMAZONAS;AM;2509555,14
01/12/2022;2020;6;AMAPÁ;AP;992216,2
01/12/2022;2020;6;BAHIA;BA;12421381,42
01/12/2022;2020;6;CEARÁ;CE;4484085,1
01/12/2022;2020;6;DISTRITO FEDERAL;DF;46358,4
01/12/2022;2020;6;ESPÍRITO SANTO;ES;1600664,53
01/12/2022;2020;6;GOIÁS;GO;7765037,29
01/12/2022;2020;6;MARANHÃO;MA;4025833,03
01/12/2022;2020;6;MINAS GERAIS;MG;16637713,76
01/12/2022;2020;6;MATO GROSSO DO SUL;MS;2533437,39
01/12/2022;2020;6;MATO GROSSO;MT;3921721,68
01/12/2022;2020;6;PARÁ;PA;22890606,15
01/12/2022;2020;6;PARAÍBA;PB;888878,8
01/12/2022;2020;6;PERNAMBUCO;PE;4306316,64
01/12/2022;2020;6;PIAUÍ;PI;2658170
01/12/2022;2020;6;PARANÁ;PR;17115954,12
01/12/2022;2020;6;RIO DE JANEIRO;RJ;8519182,28
01/12/2022;2020;6;RIO GRANDE DO NORTE;RN;4997639,99
01/12/2022;2020;6;RONDÔNIA;RO;8330883,6
01/12/2022;2020;6;RORAIMA;RR;346104,38
01/12/2022;2020;6;RIO GRANDE DO SUL;RS;9472176,04
01/12/2022;2020;6;SANTA CATARINA;SC;4811494,38
01/12/2022;2020;6;SERGIPE;SE;4812201,4
01/12/2022;2020;6;SÃO PAULO;SP;23856902,98
01/12/2022;2020;6;TOCANTINS;TO;1950612
01/12/2022;2020;9;ACRE;AC;72703,8
01/12/2022;2020;9;ALAGOAS;AL;739167,3
01/12/2022;2020;9;AMAZONAS;AM;2545981,64
01/12/2022;2020;9;AMAPÁ;AP;992216,2
01/12/2022;2020;9;BAHIA;BA;12623881,42
01/12/2022;2020;9;CEARÁ;CE;4556085,1
01/12/2022;2020;9;DISTRITO FEDERAL;DF;46358,4
01/12/2022;2020;9;ESPÍRITO SANTO;ES;1600954,53
01/12/2022;2020;9;GOIÁS;GO;7781826,31
01/12/2022;2020;9;MARANHÃO;MA;4025833,03
01/12/2022;2020;9;MINAS GERAIS;MG;16651791,28
01/12/2022;2020;9;MATO GROSSO DO SUL;MS;2540037,39
01/12/2022;2020;9;MATO GROSSO;MT;3951444,08
01/12/2022;2020;9;PARÁ;PA;22838540,95
01/12/2022;2020;9;PARAÍBA;PB;888478,8
01/12/2022;2020;9;PERNAMBUCO;PE;4356316,64
01/12/2022;2020;9;PIAUÍ;PI;2741396
01/12/2022;2020;9;PARANÁ;PR;17118114,12
01/12/2022;2020;9;RIO DE JANEIRO;RJ;8518502,28
01/12/2022;2020;9;RIO GRANDE DO NORTE;RN;5211709,29
01/12/2022;2020;9;RONDÔNIA;RO;8342883,6
01/12/2022;2020;9;RORAIMA;RR;346984,38
01/12/2022;2020;9;RIO GRANDE DO SUL;RS;9506741,04
01/12/2022;2020;9;SANTA CATARINA;SC;4824259,38
01/12/2022;2020;9;SERGIPE;SE;4812201,4
01/12/2022;2020;9;SÃO PAULO;SP;23867022,98
01/12/2022;2020;9;TOCANTINS;TO;1950612
01/12/2022;2020;12;ACRE;AC;72703,8
01/12/2022;2020;12;ALAGOAS;AL;739167,3
01/12/2022;2020;12;AMAZONAS;AM;2341406,14
01/12/2022;2020;12;AMAPÁ;AP;1082216,2
01/12/2022;2020;12;BAHIA;BA;12871836,42
01/12/2022;2020;12;CEARÁ;CE;4566965,1
01/12/2022;2020;12;DISTRITO FEDERAL;DF;46358,4
01/12/2022;2020;12;ESPÍRITO SANTO;ES;1600954,53
01/12/2022;2020;12;GOIÁS;GO;7781826,31
01/12/2022;2020;12;MARANHÃO;MA;4008658,63
01/12/2022;2020;12;MINAS GERAIS;MG;16689960,63
01/12/2022;2020;12;MATO GROSSO DO SUL;MS;2539537,39
01/12/2022;2020;12;MATO GROSSO;MT;3951444,08
01/12/2022;2020;12;PARÁ;PA;22842171,35
01/12/2022;2020;12;PARAÍBA;PB;914018,8
01/12/2022;2020;12;PERNAMBUCO;PE;4361402,64
01/12/2022;2020;12;PIAUÍ;PI;3392694
01/12/2022;2020;12;PARANÁ;PR;17142994,12
01/12/2022;2020;12;RIO DE JANEIRO;RJ;8534266,28
01/12/2022;2020;12;RIO GRANDE DO NORTE;RN;5441759,29
01/12/2022;2020;12;RONDÔNIA;RO;8342883,6
01/12/2022;2020;12;RORAIMA;RR;346984,38
01/12/2022;2020;12;RIO GRANDE DO SUL;RS;9545415,04
01/12/2022;2020;12;SANTA CATARINA;SC;4820584,1
01/12/2022;2020;12;SERGIPE;SE;4812199,4
01/12/2022;2020;12;SÃO PAULO;SP;23908492,98
01/12/2022;2020;12;TOCANTINS;TO;1960612
01/12/2022;2021;3;ACRE;AC;72703,8
01/12/2022;2021;3;ALAGOAS;AL;739167,3
01/12/2022;2021;3;AMAZONAS;AM;2384878,14
01/12/2022;2021;3;AMAPÁ;AP;1082216,2
01/12/2022;2021;3;BAHIA;BA;12907236,42
01/12/2022;2021;3;CEARÁ;CE;4667765,1
01/12/2022;2021;3;DISTRITO FEDERAL;DF;46358,4
01/12/2022;2021;3;ESPÍRITO SANTO;ES;1602466,53
01/12/2022;2021;3;GOIÁS;GO;7741826,31
01/12/2022;2021;3;MARANHÃO;MA;4008658,63
01/12/2022;2021;3;MINAS GERAIS;MG;16563912,88
01/12/2022;2021;3;MATO GROSSO DO SUL;MS;2539537,39
01/12/2022;2021;3;MATO GROSSO;MT;3963444,08
01/12/2022;2021;3;PARÁ;PA;22844084,35
01/12/2022;2021;3;PARAÍBA;PB;919245,2
01/12/2022;2021;3;PERNAMBUCO;PE;4363513,64
01/12/2022;2021;3;PIAUÍ;PI;3585544
01/12/2022;2021;3;PARANÁ;PR;17160874,12
01/12/2022;2021;3;RIO DE JANEIRO;RJ;8539066,28
01/12/2022;2021;3;RIO GRANDE DO NORTE;RN;5594567,29
01/12/2022;2021;3;RONDÔNIA;RO;8342883,6
01/12/2022;2021;3;RORAIMA;RR;346984,38
01/12/2022;2021;3;RIO GRANDE DO SUL;RS;9555917,04
01/12/2022;2021;3;SANTA CATARINA;SC;4829941,6
01/12/2022;2021;3;SERGIPE;SE;4812199,4
01/12/2022;2021;3;SÃO PAULO;SP;23913875,98
01/12/2022;2021;3;TOCANTINS;TO;1960612
01/12/2022;2021;6;ACRE;AC;72703,6
01/12/2022;2021;6;ALAGOAS;AL;739607,3
01/12/2022;2021;6;AMAZONAS;AM;2425640,14
01/12/2022;2021;6;AMAPÁ;AP;1082216,2
01/12/2022;2021;6;BAHIA;BA;13245936,42
01/12/2022;2021;6;CEARÁ;CE;4772765,1
01/12/2022;2021;6;DISTRITO FEDERAL;DF;46358,4
01/12/2022;2021;6;ESPÍRITO SANTO;ES;1602466,53
01/12/2022;2021;6;GOIÁS;GO;7733126,31
01/12/2022;2021;6;MARANHÃO;MA;4008658,63
01/12/2022;2021;6;MINAS GERAIS;MG;16555137,88
01/12/2022;2021;6;MATO GROSSO DO SUL;MS;2616537,39
01/12/2022;2021;6;MATO GROSSO;MT;3954323,1
01/12/2022;2021;6;PARÁ;PA;22850008,35
01/12/2022;2021;6;PARAÍBA;PB;921462,4
01/12/2022;2021;6;PERNAMBUCO;PE;4418478,64
01/12/2022;2021;6;PIAUÍ;PI;3699794
01/12/2022;2021;6;PARANÁ;PR;17155948,12
01/12/2022;2021;6;RIO DE JANEIRO;RJ;8533066,28
01/12/2022;2021;6;RIO GRANDE DO NORTE;RN;5871482,29
01/12/2022;2021;6;RONDÔNIA;RO;8341071,1
01/12/2022;2021;6;RORAIMA;RR;347072,78
01/12/2022;2021;6;RIO GRANDE DO SUL;RS;9586005,04
01/12/2022;2021;6;SANTA CATARINA;SC;4841717,58
01/12/2022;2021;6;SERGIPE;SE;4812759,4
01/12/2022;2021;6;SÃO PAULO;SP;23962710,67
01/12/2022;2021;6;TOCANTINS;TO;1960612
01/12/2022;2021;9;ACRE;AC;72703,6
01/12/2022;2021;9;ALAGOAS;AL;739607,3
01/12/2022;2021;9;AMAZONAS;AM;2353716,14
01/12/2022;2021;9;AMAPÁ;AP;1081896,2
01/12/2022;2021;9;BAHIA;BA;13721574,15
01/12/2022;2021;9;CEARÁ;CE;4773791,1
01/12/2022;2021;9;DISTRITO FEDERAL;DF;49208,4
01/12/2022;2021;9;ESPÍRITO SANTO;ES;1613534,13
01/12/2022;2021;9;GOIÁS;GO;7780626,31
01/12/2022;2021;9;MARANHÃO;MA;4008658,63
01/12/2022;2021;9;MINAS GERAIS;MG;16673773,88
01/12/2022;2021;9;MATO GROSSO DO SUL;MS;2793653,39
01/12/2022;2021;9;MATO GROSSO;MT;3950133,1
01/12/2022;2021;9;PARÁ;PA;22854303,35
01/12/2022;2021;9;PARAÍBA;PB;1106907,4
01/12/2022;2021;9;PERNAMBUCO;PE;4524439,95
01/12/2022;2021;9;PIAUÍ;PI;3699794
01/12/2022;2021;9;PARANÁ;PR;17191295,12
01/12/2022;2021;9;RIO DE JANEIRO;RJ;9871366,28
01/12/2022;2021;9;RIO GRANDE DO NORTE;RN;6384602,29
01/12/2022;2021;9;RONDÔNIA;RO;8404121,1
01/12/2022;2021;9;RORAIMA;RR;347072,78
01/12/2022;2021;9;RIO GRANDE DO SUL;RS;9586005,04
01/12/2022;2021;9;SANTA CATARINA;SC;4901275,58
01/12/2022;2021;9;SERGIPE;SE;4812759,4
01/12/2022;2021;9;SÃO PAULO;SP;23965642,65
01/12/2022;2021;9;TOCANTINS;TO;1960612
01/12/2022;2021;12;ACRE;AC;73418,8
01/12/2022;2021;12;ALAGOAS;AL;739607,3
01/12/2022;2021;12;AMAZONAS;AM;2347485,94
01/12/2022;2021;12;AMAPÁ;AP;1081896,2
01/12/2022;2021;12;BAHIA;BA;14277668,07
01/12/2022;2021;12;CEARÁ;CE;5164487,1
01/12/2022;2021;12;DISTRITO FEDERAL;DF;49208,4
01/12/2022;2021;12;ESPÍRITO SANTO;ES;1614853,17
01/12/2022;2021;12;GOIÁS;GO;7791487,91
01/12/2022;2021;12;MARANHÃO;MA;4009078,63
01/12/2022;2021;12;MINAS GERAIS;MG;16665320,13
01/12/2022;2021;12;MATO GROSSO DO SUL;MS;2793653,39
01/12/2022;2021;12;MATO GROSSO;MT;3977233,1
01/12/2022;2021;12;PARÁ;PA;22855546,31
01/12/2022;2021;12;PARAÍBA;PB;1356387,4
01/12/2022;2021;12;PERNAMBUCO;PE;4579914,64
01/12/2022;2021;12;PIAUÍ;PI;3772494
01/12/2022;2021;12;PARANÁ;PR;17140405,12
01/12/2022;2021;12;RIO DE JANEIRO;RJ;9826907,48
01/12/2022;2021;12;RIO GRANDE DO NORTE;RN;6952502,29
01/12/2022;2021;12;RONDÔNIA;RO;8373701,1
01/12/2022;2021;12;RORAIMA;RR;342388,78
01/12/2022;2021;12;RIO GRANDE DO SUL;RS;9573736,04
01/12/2022;2021;12;SANTA CATARINA;SC;4914550,58
01/12/2022;2021;12;SERGIPE;SE;4812759,4
01/12/2022;2021;12;SÃO PAULO;SP;24477424,67
01/12/2022;2021;12;TOCANTINS;TO;1968612
01/12/2022;2022;3;ACRE;AC;73418,8
01/12/2022;2022;3;ALAGOAS;AL;739607,3
01/12/2022;2022;3;AMAZONAS;AM;2371642,38
01/12/2022;2022;3;AMAPÁ;AP;1081896,2
01/12/2022;2022;3;BAHIA;BA;14699168,07
01/12/2022;2022;3;CEARÁ;CE;5166487,1
01/12/2022;2022;3;DISTRITO FEDERAL;DF;49208,4
01/12/2022;2022;3;ESPÍRITO SANTO;ES;1615363,17
01/12/2022;2022;3;GOIÁS;GO;7792237,91
01/12/2022;2022;3;MARANHÃO;MA;4009078,63
01/12/2022;2022;3;MINAS GERAIS;MG;16665320,13
01/12/2022;2022;3;MATO GROSSO DO SUL;MS;2762476,17
01/12/2022;2022;3;MATO GROSSO;MT;3962989,35
01/12/2022;2022;3;PARÁ;PA;22859052,31
01/12/2022;2022;3;PARAÍBA;PB;1392641,4
01/12/2022;2022;3;PERNAMBUCO;PE;4730060,54
01/12/2022;2022;3;PIAUÍ;PI;3902604
01/12/2022;2022;3;PARANÁ;PR;17333083,12
01/12/2022;2022;3;RIO DE JANEIRO;RJ;9801289,28
01/12/2022;2022;3;RIO GRANDE DO NORTE;RN;7257614,29
01/12/2022;2022;3;RONDÔNIA;RO;8374981,1
01/12/2022;2022;3;RORAIMA;RR;440110,4
01/12/2022;2022;3;RIO GRANDE DO SUL;RS;9585409,97
01/12/2022;2022;3;SANTA CATARINA;SC;4919338,58
01/12/2022;2022;3;SERGIPE;SE;4890318,4
01/12/2022;2022;3;SÃO PAULO;SP;24391340,67
01/12/2022;2022;3;TOCANTINS;TO;1968612
01/12/2022;2022;6;ACRE;AC;73418,8
01/12/2022;2022;6;ALAGOAS;AL;741587,3
01/12/2022;2022;6;AMAZONAS;AM;2377032,38
01/12/2022;2022;6;AMAPÁ;AP;973705,2
01/12/2022;2022;6;BAHIA;BA;14773568,07
01/12/2022;2022;6;CEARÁ;CE;5165224,1
01/12/2022;2022;6;DISTRITO FEDERAL;DF;50120,4
01/12/2022;2022;6;ESPÍRITO SANTO;ES;1615363,17
01/12/2022;2022;6;GOIÁS;GO;7793281,91
01/12/2022;2022;6;MARANHÃO;MA;4013083,63
01/12/2022;2022;6;MINAS GERAIS;MG;16935975,33
01/12/2022;2022;6;MATO GROSSO DO SUL;MS;2789237,45
01/12/2022;2022;6;MATO GROSSO;MT;3972591,35
01/12/2022;2022;6;PARÁ;PA;22861123,31
01/12/2022;2022;6;PARAÍBA;PB;1419641,4
01/12/2022;2022;6;PERNAMBUCO;PE;4743220,64
01/12/2022;2022;6;PIAUÍ;PI;3972190
01/12/2022;2022;6;PARANÁ;PR;17424092,77
01/12/2022;2022;6;RIO DE JANEIRO;RJ;9732189,28
01/12/2022;2022;6;RIO GRANDE DO NORTE;RN;7474206,29
01/12/2022;2022;6;RONDÔNIA;RO;8383396,8
01/12/2022;2022;6;RORAIMA;RR;528730,4
01/12/2022;2022;6;RIO GRANDE DO SUL;RS;9586035,97
01/12/2022;2022;6;SANTA CATARINA;SC;4922711,22
01/12/2022;2022;6;SERGIPE;SE;4891118,4
01/12/2022;2022;6;SÃO PAULO;SP;24411834,67
01/12/2022;2022;6;TOCANTINS;TO;1968612
01/12/2022;2022;9;ACRE;AC;73418,8
01/12/2022;2022;9;ALAGOAS;AL;742907,3
01/12/2022;2022;9;AMAZONAS;AM;2364145,38
01/12/2022;2022;9;AMAPÁ;AP;973705,2
01/12/2022;2022;9;BAHIA;BA;15052913,07
01/12/2022;2022;9;CEARÁ;CE;5272085,78
01/12/2022;2022;9;DISTRITO FEDERAL;DF;50120,4
01/12/2022;2022;9;ESPÍRITO SANTO;ES;1764243,17
01/12/2022;2022;9;GOIÁS;GO;7843281,91
01/12/2022;2022;9;MARANHÃO;MA;4013083,63
01/12/2022;2022;9;MINAS GERAIS;MG;17742770,01
01/12/2022;2022;9;MATO GROSSO DO SUL;MS;2825302,81
01/12/2022;2022;9;MATO GROSSO;MT;4041511,35
01/12/2022;2022;9;PARÁ;PA;22876319,31
01/12/2022;2022;9;PARAÍBA;PB;1673333,92
01/12/2022;2022;9;PERNAMBUCO;PE;4837811,09
01/12/2022;2022;9;PIAUÍ;PI;4261858
01/12/2022;2022;9;PARANÁ;PR;17434265,13
01/12/2022;2022;9;RIO DE JANEIRO;RJ;9958083,18
01/12/2022;2022;9;RIO GRANDE DO NORTE;RN;7588125,29
01/12/2022;2022;9;RONDÔNIA;RO;8386637,1
01/12/2022;2022;9;RORAIMA;RR;528730,4
01/12/2022;2022;9;RIO GRANDE DO SUL;RS;9615303,97
01/12/2022;2022;9;SANTA CATARINA;SC;5059767,22
01/12/2022;2022;9;SERGIPE;SE;4891118,4
01/12/2022;2022;9;SÃO PAULO;SP;24408431,47
01/12/2022;2022;9;TOCANTINS;TO;1968612
